image_path,text
train/84.png,"Colonial Secretary , Mr. Iain Macleod ,"
train/85.png,course of action . Sir Roy is violently
train/86.png,is insisting on a policy of change .
train/87.png,opposed to Africans getting an elected
train/88.png,"Rhodesia , but the Colonial Secretary , Mr. Iain"
train/89.png,getting an elected majority in Northern
train/90.png,"National Independence Party ( 280,000 members )"
train/91.png,"Congress ( 400,000 ) will meet in London today"
train/92.png,to discuss a common course of action .
train/93.png,"Macleod , is insisting on a policy of change ."
train/94.png,and Mr. Harry Nkumbula's African National
train/95.png,Delegates from Mr. Kenneth Kaunda's United
train/96.png,Sir Roy is violently opposed to Africans
train/97.png,"chief aide , Mr. Julius Greenfield , telephoned"
train/98.png,his chief a report on his talks with
train/99.png,the talks fall through . There are bound
train/100.png,"to be demonstrations . "" Yesterday Sir Roy's"
train/101.png,future . Said Mr. Nkumbula last night :
train/102.png,Mr. Macmillan at Chequers .
train/103.png,""" We want to discuss what to do if the"
train/104.png,Sir Roy's United Federal Party is boycotting
train/105.png,the London talks on the Protectorate's
train/106.png,British Government gives in to Sir Roy and
train/107.png,boycotting the London talks on the
train/108.png,"do if the British demonstrations . """
train/109.png,Sir Roy's United Federal Party is
train/110.png,Protectorate's future . Said Mr. Nkumbula
train/111.png,at Chequers .
train/112.png,"Yesterday Sir Roy's chief aide , Mr."
train/113.png,a report on his talks with Mr. Macmillan
train/114.png,"Julius Greenfield , telephoned his chief"
train/115.png,"last night : "" We want to discuss what to"
train/116.png,British Government gives in to Sir Roy
train/117.png,and the talks fall through . There are bound
train/118.png,future . Said Mr. Nkumbula last night :
train/119.png,the London talks on the Protectorate's
train/120.png,"chief aide , Mr. Julius Greenfield , telephoned"
train/121.png,Macmillan at Chequers .
train/122.png,""" We want to discuss what to do if the"
train/123.png,Sir Roy's United Federal Party is boycotting
train/124.png,his chief a report on his talks with Mr.
train/125.png,"to be demonstrations . "" Yesterday Sir Roy's"
train/126.png,to the Africans and Liberals attending . These
train/127.png,will meet to discuss the function of a
train/128.png,majority they are seeking . African delegates
train/129.png,are studying them today . The conference
train/130.png,plans do not give the Africans the overall
train/131.png,proposed House of Chiefs .
train/132.png,Lancaster House despite the crisis which had
train/133.png,Mr. Macleod went on with the conference at
train/134.png,blown up . He has now revealed his full plans
train/135.png,Mr. Macleod went on with the conference
train/136.png,at Lancaster House despite the crisis
train/137.png,them today . The conference will meet
train/138.png,attending . These plans do not give the
train/139.png,Africans the overall majority they are
train/140.png,House of Chiefs .
train/141.png,seeking . African delegates are studying
train/142.png,to discuss the function of a proposed
train/143.png,which had blown up . He has now revealed
train/144.png,his full plans to the Africans and Liberals
train/145.png,studying them today . The conference will meet
train/146.png,to discuss the function of a proposed House
train/147.png,blown up . He has now revealed his full plans
train/148.png,to the Africans and Liberals attending . These
train/149.png,plans do not give the Africans the overall majo-
train/150.png,rity they are seeking . African delegates are
train/151.png,Mr. Macleod went on with the conference at
train/152.png,Lancaster House despite the crisis which had
train/153.png,of Chiefs .
train/154.png,secret negotiations on Northern Rhodesia's future .
train/155.png,"Minister of the Central African Federation , went"
train/156.png,in the Commons last night that there have been
train/157.png,to Chequers at the week-end for talks with
train/158.png,"MR. IAIN MACLEOD , the Colonial Secretary , denied"
train/159.png,"But representatives of Sir Roy Welensky , Prime"
train/160.png,The Northern Rhodesia conference in London has
train/161.png,Mr. Macmillan .
train/162.png,been boycotted by the two main settlers' parties -
train/163.png,the United Federal Party and the Dominion Party .
train/164.png,boycotted by the two main settlers' parties -
train/165.png,there have been secret negotiations on
train/166.png,Party . But representatives of Sir Roy
train/167.png,Rhodesia conference in London has been
train/168.png,the week-end for talks with Mr. Macmillan .
train/169.png,the United Federal Party and the Dominion
train/170.png,denied in the Commons last night that
train/171.png,"Welensky , Prime Minister of the Central"
train/172.png,"African Federation , went to Chequers at"
train/173.png,Northern Rhodesia's future . The Northern
train/174.png,"MR. IAIN MACLEOD , the Colonial Secretary ,"
train/175.png,in the Commons last night that there have
train/176.png,"Central African Federation , went to Chequers"
train/177.png,"Mr. Iain Macleod , the Colonial Secretary , denied"
train/178.png,future . The Northern Rhodesia conference in
train/179.png,been secret negotiations on the Northern Rhodesia's
train/180.png,and the Dominion Party . But representatives
train/181.png,London has been boycotted by the two main
train/182.png,settlers' parties - the United Federal Party
train/183.png,at the week-end for talks with Mr. Macmillan .
train/184.png,"of Sir Roy Welensky , Prime Minister of the"
train/185.png,He said Britain had an obligation to consult the Federal
train/186.png,refusing to sit round the conference table .
train/187.png,"M Ps yesterday : "" I have no knowledge of secret negotiations . """
train/188.png,Government . But the final decision remained with the British
train/189.png,"Government . Mr. James Callaghan , Labour's Colonial spokesman ,"
train/190.png,said Sir Roy had no right to delay progress in the talks by
train/191.png,Mr. Macleod was not at the week-end meeting . But he told
train/192.png,Northern Rhodesia is a member of the Federation .
train/193.png,He said Britain had an obligation to consult
train/194.png,the Federal Government . But the final
train/195.png,"have no knowledge of secret negotiations . """
train/196.png,"spokesman , said Sir Roy had no right to"
train/197.png,"Mr. James Callaghan , Labour's Colonial"
train/198.png,"meeting . But he told M Ps yesterday : "" I"
train/199.png,Northern Rhodesia is a member of the Federation .
train/200.png,decision remained with the British Government .
train/201.png,Mr. Macleod was not at the week-end
train/202.png,delay progress in the talks by refusing
train/203.png,to sit round the conference table .
train/204.png,"the Federal Government . Mr. James Callaghan ,"
train/205.png,Northern Rhodesia is a member of the Fede-
train/206.png,said Britain had an obligation to consult
train/207.png,refusing to sit round the conference table .
train/208.png,"have no knowledge of secret negotiations . "" He"
train/209.png,"Labour's Colonial spokesman , said Sir Roy had"
train/210.png,no right to delay progress in the talks by
train/211.png,ration . Mr. Macleod was not at the week-end
train/212.png,"meeting . But he told M Ps yesterday : "" I"
train/213.png,"negotiations with Sir Roy's representative ,"
train/214.png,"sent from the Government were "" unsatisfac-"
train/215.png,Mr. Julius Greenfield . He was at Che-
train/216.png,day called on Mr. Macmillan to cease his
train/217.png,"tory . "" African delegates to the talks yester-"
train/218.png,parties had refused to attend the talks
train/219.png,Mr. Macleod thought the two Rhodesian
train/220.png,Sir Roy's Federal Government in the
train/221.png,"regarded with "" growing anger "" the "" gross"
train/222.png,"and unconstitutional "" interference by"
train/223.png,quers last week-end . They said they
train/224.png,because Sir Roy had found messages
train/225.png,talks .
train/226.png,interference by Sir Roy's Federal Government in the talks .
train/227.png,had found messages sent from the Government were
train/228.png,at Chequers last week-end . They said they regarded
train/229.png,called on Mr. Macmillan to cease his negotiations with
train/230.png,had refused to attend the talks because Sir Roy
train/231.png,"with "" growing anger "" the gross and unconstitutional """
train/232.png,""" unsatisfactory . "" African delegates to the talks yesterday"
train/233.png,Mr. Macleod thought the two Rhodesian parties
train/234.png,"Sir Roy's representative , Mr. Julius Greenfield . He was"
train/235.png,racial discrimination in Government
train/236.png,defended the appointment of a Negro as
train/237.png,strong opposition from the anti-Negro
train/238.png,his Housing Minister . It has aroused
train/239.png,and State housing projects .
train/240.png,Informal talks at Lancaster House will
train/241.png,B.Kaufmann
train/242.png,senators of the Deep South . The negro
train/243.png,resume today . President Kennedy today
train/244.png,is Mr. Robert Weaver of New York . One
train/245.png,of his tasks will be to see there is no
train/246.png,Deep South . The negro is Mr. Robert #
train/247.png,Weaver of New York . One of his tasks will
train/248.png,in Government and State housing
train/249.png,his Housing Minister . It has aroused strong
train/250.png,defended the appointment of a Negro as
train/251.png,projects .
train/252.png,opposition from the anti-Negro senators of the
train/253.png,Informal talks at Lancaster House will
train/254.png,resume today . PRESIDENT KENNEDY today
train/255.png,be to see there is no racial discrimination
train/256.png,the appointment of a Negro as his Housing Minister .
train/257.png,senators of the Deep South . The negro is Mr.
train/258.png,will be to see there is no racial discrimination
train/259.png,in Government and State housing projects .
train/260.png,today . PRESIDENT KENNEDY today defended
train/261.png,It has aroused strong opposition from the anti-Negro
train/262.png,Informal talks at Lancaster House will resume
train/263.png,Robert Weaver of New York . One of his tasks
train/264.png,that Weaver once had Communist affiliations .
train/265.png,"by another Southern Senator - Willis Robertson ,"
train/266.png,off the opposition by telling a television
train/267.png,of Virginia - met today in closed session
train/268.png,"audience it was "" current Washington gossip """
train/269.png,Robertson later disclosed he had sent a letter
train/270.png,to Mr. Kennedy saying he had received several
train/271.png,complaints about Weaver's loyalty .
train/272.png,to discuss Weaver's appointment . Senator
train/273.png,Senator Allen Ellender of Louisiana sparked
train/274.png,"The Senate Banking Committee , which is headed"
train/275.png,discuss Weaver's appointment . Senator
train/276.png,Virginia - met today in closed session to
train/277.png,"Southern Senator - Willis Robertson , of"
train/278.png,"Committee , which is headed by another"
train/279.png,Robertson later disclosed he had sent a letter
train/280.png,to Mr. Kennedy saying he had received
train/281.png,"Washington gossip "" that Weaver once had"
train/282.png,Communist affiliations . The Senate Banking
train/283.png,"Senator Allen Ellender , of Louisiana ,"
train/284.png,"television audience it was "" current"
train/285.png,sparked off the opposition by telling a
train/286.png,"Willis Robertson , of Virginia - met today in"
train/287.png,letter to Mr. Kennedy saying he had received several
train/288.png,"gossip "" that Weaver once had Communist affilia-"
train/289.png,complaints about Weaver's loyalty .
train/290.png,"Senator Allen Ellender , of Louisiana ,"
train/291.png,Senator Robertson later disclosed he had sent a
train/292.png,closed session to discuss Weaver's appointment .
train/293.png,"tions . The Senate Banking Committee , which"
train/294.png,is headed by another Southern Senator -
train/295.png,sparked off the opposition by telling a
train/296.png,"television audience it was "" current Washington"
train/297.png,Robertson saying the Federal Bureau of In-
train/298.png,"He believed he would perform "" outstanding"
train/299.png,He said these concerned Mr. Weaver's
train/300.png,Mr. Kennedy rushed a letter to Senator
train/301.png,committee has to pass Mr. Weaver's
train/302.png,alleged association with organisations black-
train/303.png,"service "" in his post . Senator Robertson's"
train/304.png,vestigation had reported on Mr. Weaver .
train/305.png,nomination before it can be con-
train/306.png,# sidered by the full Senate .
train/307.png,listed by the Government . Immediately
train/308.png,has to pass Mr. Weaver's nomination before it
train/309.png,"he would perform "" outstanding service """
train/310.png,alleged association with organisations black-
train/311.png,listed by the Government . Immediately Mr.
train/312.png,He said these concerned Mr. Weaver's
train/313.png,saying the Federal Bureau of Investigation had
train/314.png,Kennedy rushed a letter to Senator Robertson
train/315.png,reported on Mr. Weaver . He believed
train/316.png,can be considered by the full Senate .
train/317.png,in his post . Senator Robertson's committee
train/318.png,association with organisations black-listed by the
train/319.png,nomination before it can be considered by the
train/320.png,committee has to pass Mr. Weaver's
train/321.png,full Senate .
train/322.png,of Investigation had reported on Mr. Weaver .
train/323.png,He said these concerned Mr. Weaver's alleged
train/324.png,"He believed he would perform "" outstanding"
train/325.png,Government . Immediately Mr. Kennedy rushed a letter
train/326.png,to Senator Robertson saying the Federal Bureau
train/327.png,"service "" in his post . Senator Robertson's"
train/328.png,mention personal talks with Dr.
train/329.png,over West Germany's cash offer to help
train/330.png,Germany to pay more . He did not
train/331.png,not good enough . And he indicated
train/332.png,day that the offer - 357million - was
train/333.png,He said bluntly in Washington yester-
train/334.png,"Adenauer , the West German Chancellor ."
train/335.png,America's balance of payments position .
train/336.png,PRESIDENT KENNEDY is ready to get tough
train/337.png,that his Government would try to get
train/338.png,And he indicated that his Government
train/339.png,PRESIDENT KENNEDY is ready to get tough
train/340.png,would try to get Germany to pay more . He
train/341.png,America's balance of payments position . He
train/342.png,over West Germany's cash offer to help
train/343.png,said bluntly in Washington yesterday that
train/344.png,"Adenauer , the West German Chancellor ."
train/345.png,the offer - 357million - was not good enough .
train/346.png,did not mention personal talks with Dr.
train/347.png,help America's balance of payments position
train/348.png,tough over West Germany's cash offer to
train/349.png,"talks with Dr. Adenauer , the West"
train/350.png,Government would try to get Germany to
train/351.png,He said bluntly in Washington yesterday
train/352.png,pay more . He did not mention personal
train/353.png,German Chancellor .
train/354.png,PRESIDENT KENNEDY is ready to get
train/355.png,that the offer - 357million - was not good
train/356.png,enough . And he indicated that his
train/357.png,due in Washington next week . A big
train/358.png,useful . The President will probably
train/359.png,anyway .
train/360.png,United States officials quickly point out
train/361.png,"discuss the problem with Dr. Brentano ,"
train/362.png,payment of a 210million debt to America .
train/363.png,"level than in the past "" might be"
train/364.png,"But he said discussions "" on a higher"
train/365.png,"slice of Germany's "" aid "" # is the early"
train/366.png,"the West German Foreign Minister , who is"
train/367.png,that this is money due to America
train/368.png,to America anyway .
train/369.png,"But he said discussions "" on a higher"
train/370.png,"Foreign Minister , who is due in Washington"
train/371.png,is the early payment of a 210million
train/372.png,The President will probably discuss the
train/373.png,"problem with Dr. Brentano , the West German"
train/374.png,"level than in the past "" might be useful ."
train/375.png,debt to America . United States officials
train/376.png,"next week . A big slice of Germany's "" aid """
train/377.png,quickly point out that this is money due
train/378.png,this is money due to America anyway .
train/379.png,"German Foreign Minister , who is due in"
train/380.png,Washington next week . A big slice of
train/381.png,"level than in the past "" might be useful ."
train/382.png,The President will probably discuss the
train/383.png,States officials quickly point out that
train/384.png,"Germany's "" aid "" is the early payment"
train/385.png,of a 210million debt to America . United
train/386.png,"problem with Dr. Brentano , the West"
train/387.png,"But he said discussions "" on a higher"
train/388.png,flatly rejected attempts by the Eisenhower
train/389.png,And they are unimpressed by the Germans' claim
train/390.png,that they cannot pay more than 357million
train/391.png,or for the present . The Adenauer Government
train/392.png,without upsetting their own economy . The
train/393.png,sum towards the cost of keeping American
train/394.png,Government to get them to pay a regular
train/395.png,good and is not paying for the past
train/396.png,Americans say Germany is having it too
train/397.png,troops in Germany .
train/398.png,answer is the once-and-for-all cash
train/399.png,West German Government . It will now have
train/400.png,to pay more - and increase taxation to do
train/401.png,the new American administration .
train/402.png,rejection of it is a painful blow to the
train/403.png,so - or run the obvious # risks in upsetting
train/404.png,America's dollar reserves . Dr. Adenauer's
train/405.png,offer of 357million . President Kennedy's
train/406.png,These support costs are a big drain on
train/407.png,West German Government . It will now have to pay
train/408.png,dollar reserves . Dr. Adenauer's answer is the
train/409.png,run the obvious risks in upsetting the new
train/410.png,Kennedy's rejection of it is a painful blow to the
train/411.png,American administration .
train/412.png,These support costs are a big drain on America's
train/413.png,more - and increase taxation to do so - or
train/414.png,once-and-for-all cash offer of 357million . President
train/415.png,was waiting for his senior military
train/416.png,spot . Joyce Egginton cables : President
train/417.png,Kennedy at his Washington Press con-
train/418.png,ference admitted he did not know
train/419.png,February 20 .
train/420.png,whether America was lagging behind
train/421.png,"And , since this is election year in West"
train/422.png,aides to come up with the answer on
train/423.png,Russia in missile power . He said he
train/424.png,"Germany , Dr. Adenauer is in a tough"
train/425.png,"And , since this is election year in West"
train/426.png,lagging behind Russia in missile power .
train/427.png,"Germany , Dr. Adenauer is in a tough spot ."
train/428.png,he did not know whether America was
train/429.png,at his Washington Press conference admitted
train/430.png,Joyce Egginton cables : President Kennedy
train/431.png,He said he was waiting for his senior
train/432.png,military aides to come up with the answer
train/433.png,on February 20 .
train/434.png,in personality last night dominated
train/435.png,CHILDREN TWO men who are poles apart
train/436.png,slackness in the Eisenhower Administration
train/437.png,This surprising statement was a sharp about-
train/438.png,did his best to avoid giving Pressmen
train/439.png,in nuclear development . President Kennedy
train/440.png,had caused America to lag behind Russia
train/441.png,face from his warnings during the
train/442.png,Presidential election campaign . He claimed
train/443.png,a direct answer . George Brown
train/444.png,"Mr. Brown , passionate and warm-hearted , led"
train/445.png,always come first .
train/446.png,issue behind the Health Service ; the other
train/447.png,tried to show that the balance-sheet must
train/448.png,to angry uproar . One dealt with the human
train/449.png,ment - and ended by inciting Labour M Ps
train/450.png,"unemotional , replied with a statistical state-"
train/451.png,"charges . Mr. Powell , white-faced and outwardly"
train/452.png,Labour's attack on the higher health
train/453.png,statistical statement - and ended by inciting
train/454.png,balance-sheet must always come first .
train/455.png,"charges . Mr. Powell , white-faced and"
train/456.png,with the human issue behind the Health
train/457.png,Service ; the other tried to show that the
train/458.png,"outwardly unemotional , replied with a"
train/459.png,Labour M Ps to angry uproar . One dealt
train/460.png,"Mr. Brown , passionate and warm-hearted ,"
train/461.png,led Labour's attack on the higher health
train/462.png,people far beyond the ranks of Labour
train/463.png,""" undermining the Health Service "" and"
train/464.png,censure motion on the Government for
train/465.png,The result of the vote was not in
train/466.png,able to bear them . Mr. Brown
train/467.png,doubt . For the Tories were massed
train/468.png,was monstrous . It had offended many
train/469.png,placing heavy burdens on those least
train/470.png,declared that the policy under censure
train/471.png,in answer to their whips to defeat a
train/472.png,supporters .
train/473.png,For the Tories were massed in answer to
train/474.png,many people far beyond the ranks of
train/475.png,The result of the vote was not in doubt .
train/476.png,"on the Government for "" undermining the"
train/477.png,Brown declared that the policy under
train/478.png,censure was monstrous . It had offended
train/479.png,Labour supporters .
train/480.png,on those least able to bear them . Mr.
train/481.png,their whips to defeat a censure motion
train/482.png,"Health Service "" and placing heavy burdens"
train/483.png,this letter which Mr. Gaitskell had received :
train/484.png,whole principle of the State service and
train/485.png,by my party's proposal to prostitute the
train/486.png,"has practised medicine for 43 years , chiefly"
train/487.png,Conservative . I am horrified and amazed
train/488.png,"The Press , many doctors and public were"
train/489.png,to render that service a hardship to poor
train/490.png,""" My background is a doctor of 68 , who"
train/491.png,"as a panel doctor . "" I am a lifelong"
train/492.png,denouncing the proposals . He quoted from
train/493.png,people .
train/494.png,quantity surveyor . We have descended
train/495.png,""" After a lifetime of helping others and"
train/496.png,"the increased charges is a wicked ,"
train/497.png,"healing the sick , my considered"
train/498.png,opinion is that anybody supporting
train/499.png,needs an imaginative architect to
train/500.png,"old - . "" Mr. Brown went on : "" We"
train/501.png,with bills of cost .
train/502.png,are dealing with a noble edifice which
train/503.png,"improve it , but it has got a"
train/504.png,from the real problems to fiddling about
train/505.png,fiddling about with bills of cost .
train/506.png,""" After a lifetime of helping others and"
train/507.png,"healing the sick , my considered opinion is that"
train/508.png,anybody supporting the increased charges is a
train/509.png,"it , but it has got a quantity surveyor . We"
train/510.png,"wicked , old - . "" Mr. Brown went on : "" We"
train/511.png,are dealing with a noble edifice which
train/512.png,needs an imaginative architect to improve
train/513.png,have descended from the real problems to
train/514.png,"never were . "" Interrupted by angry Tories , Mr. Brown retorted :"
train/515.png,"people , is good and attainable . "" We remain for it . But the Tories"
train/516.png,"We believe that a comprehensive medical service , free to the patient"
train/517.png,at the point of need and with one standard for all sick
train/518.png,""" The jackals bay when there is nothing better they can do . """
train/519.png,"sick people , is good and attainable ."
train/520.png,"Mr. Brown retorted : "" The jackals bay"
train/521.png,"when there is nothing better they can do . """
train/522.png,"never were . "" Interrupted by angry Tories ,"
train/523.png,""" We remain for it . But the Tories"
train/524.png,of need and with one standard for all
train/525.png,""" We believe that a comprehensive medical"
train/526.png,"service , free to the patient at the point"
train/527.png,He told them that their conception of social services was wholly
train/528.png,the Korean war .
train/529.png,wretched - but it would not be too comfortable nor too easy to
train/530.png,get . Answering jeers that it was Labour which first put a
train/531.png,"ceiling on health spending and started charges , Mr. Brown"
train/532.png,reminded the hostile Government benches that was
train/533.png,would provide an ambulance service for the absolutely
train/534.png,different - fundamentally different from that of Labour . They
train/535.png,done in 1950 because of the financial strain of
train/536.png,nor too easy to get . Answering jeers that
train/537.png,services was wholly different - fundamentally
train/538.png,He told them that their conception of social
train/539.png,provide an ambulance service for the absolutely
train/540.png,different from that of Labour . They would
train/541.png,Brown reminded the hostile Government benches
train/542.png,"on health spending and started charges , Mr."
train/543.png,strain of the Korean war .
train/544.png,that was done in 1950 because of the financial
train/545.png,wretched - but it would not be too comfortable
train/546.png,it was Labour which first put a ceiling
train/547.png,take ruthless action against the drug making
train/548.png,per cent. in the last eight years .
train/549.png,unsmiling Mr. Powell . He demanded that instead
train/550.png,Then Mr. Brown swung his attack directly to the
train/551.png,needy than Labour had to make it in 1950 . And
train/552.png,"In fact , the Tories made it worse now for the sick and"
train/553.png,of taking it out of the patients Mr. Powell should
train/554.png,"industry , whose profits had risen by up to 400"
train/555.png,"as a percentage of social service expenditure ,"
train/556.png,health had fallen from 28.5 to 23.1 per cent.
train/557.png,that instead of taking it out of the
train/558.png,to make it in 1950 . And as a percentage
train/559.png,"of social service expenditure , health had"
train/560.png,fallen from 28.5 to 23.1 per cent. Then
train/561.png,Mr. Brown swung his attack directly to
train/562.png,for the sick and needy than Labour had
train/563.png,"action against the drug making industry , #"
train/564.png,"In fact , the Tories made it worse now"
train/565.png,whose profits had risen by up to 400 per
train/566.png,the unsmiling Mr. Powell . He demanded
train/567.png,patients Mr. Powell should take ruthless
train/568.png,to the welfare food scheme . It was maintained
train/569.png,during the war . Now in conditions of Tory
train/570.png,"industry , "" Mr. Brown commented icily . "" Let us have a"
train/571.png,"industry . "" The health of children today owed much"
train/572.png,affluence it seemed it could not be carried on .
train/573.png,full inquiry into the cost of drugs and the pharmaceutical
train/574.png,children and sick people than to take on this vast
train/575.png,""" Mr. Powell finds it easier to take it out of mothers ,"
train/576.png,the war . Now in conditions of Tory
train/577.png,food scheme . It was maintained during
train/578.png,carried on .
train/579.png,"the pharmaceutical industry . "" The health"
train/580.png,affluence it seemed it could not be
train/581.png,"of mothers , children and sick people than"
train/582.png,of children today owed much to the welfare
train/583.png,full inquiry into the cost of drugs and
train/584.png,"Brown commented icily . "" Let us have a"
train/585.png,"to take on this vast industry , "" Mr."
train/586.png,""" Mr. Powell finds it easier to take it out"
train/587.png,"to giving details of plans for improving the hospital service ,"
train/588.png,on which indeed the Government is making progress .
train/589.png,a full minute - and even his bitterest opponents
train/590.png,""" even after the proposed changes the net cost of the"
train/591.png,service to the Exchequer will have increased over
train/592.png,When Mr . Brown sat down Labour M Ps cheered for
train/593.png,three years by 20 per cent.
train/594.png,on defence joined in . Mr. Powell devoted half his speech
train/595.png,His basic defence of the Health Service cuts was that
train/596.png,"Health Service cuts was that "" even after"
train/597.png,making progress . His basic defence of the
train/598.png,"service , on which indeed the Government is"
train/599.png,cheered for a full minute - and even his
train/600.png,the proposed changes the net cost of the
train/601.png,bitterest opponents on defence joined in .
train/602.png,details of plans for improving the hospital
train/603.png,over three years by 20 per cent.
train/604.png,When Mr . Brown sat down Labour M Ps
train/605.png,service to the Exchequer will have increased
train/606.png,Mr. Powell devoted half his speech to giving
train/607.png,foods would still be free in families
train/608.png,"adjustment being made in financing . """
train/609.png,receiving regular National Assistance
train/610.png,The Government decided to adjust
train/611.png,undermining - the service . Answering the
train/612.png,claimed was underpinning - not
train/613.png,development being limited or an
train/614.png,""" That cannot continue without either"
train/615.png,the financing - which Mr. Powell
train/616.png,grants .
train/617.png,"foods , Mr. Powell said that all these"
train/618.png,"attack on "" economic charges "" for welfare"
train/619.png,Powell said that all these foods would
train/620.png,adjust the financing - which Mr. Powell
train/621.png,still be free in families receiving regular
train/622.png,claimed was underpinning - not undermining -
train/623.png,the service . Answering the attack on
train/624.png,National Assistance grants .
train/625.png,being limited or an adjustment being made
train/626.png,"in financing . "" The Government decided to"
train/627.png,""" economic charges "" for welfare foods , Mr."
train/628.png,""" That cannot continue without either development"
train/629.png,the financing - which Mr. Powell claimed was
train/630.png,"for welfare , Mr. Powell said that all these"
train/631.png,being limited or an adjustment being made
train/632.png,""" That cannot continue without either development"
train/633.png,foods would still be free in families receiving
train/634.png,underpinning - not undermining - the service .
train/635.png,"Answering the attack on "" economic charges """
train/636.png,regular National Assistance grants .
train/637.png,"in financing . "" The Government decided to adjust"
train/638.png,"taken as a friendly gesture in Whitehall ,"
train/639.png,de Gaulle's official welcome last week
train/640.png,"MR. Macmillan has picked a strong "" brains trust """
train/641.png,Gaulle this month to smooth the way . General
train/642.png,but no more than that .
train/643.png,And he has abandoned plans to visit President de
train/644.png,team to negotiate terms for joining the Common Market .
train/645.png,to Britain's moves towards the Six was
train/646.png,of negotiations with the Six . At the same
train/647.png,the Prime Minister to Paris was dropped
train/648.png,safeguard their interests
train/649.png,"France , to back Mr. Edward Heath , Lord"
train/650.png,"Privy Seal , who is charged with the conduct"
train/651.png,"Sir Pierson Dixon , Britain's Ambassador to"
train/652.png,So the idea of personal mission by
train/653.png,Commonwealth Governments every facility possible to
